Cruise_name,Vessel_Name_Abbr,Zone,Station,Event_Type,Station_Event_ID,Year,Month,Day,Time_Start,Time_End,Sampling_Duration_Minutes,Day_Night,Time_Zone_Code,Minimum_Sampling_Depth_Meters,Maximum_Sampling_Depth_Meters,Tow_speed_kilometers_per_hour,Latitude_Start_DecDeg,Longitude_Start_DecDeg,Latitude_End_DecDeg,Longitude_End_DecDeg,Bottom_Depth_Meters,Tow_distance_nautical_miles,Wind_Direction_Degrees,Wind_Speed_kilometers_per_hour,Wave_height_Meters,Swell_height_Meters,Weather_description,Comments
IYS2022,Shimada,4,16,CTD,IYS2022-Shimada-4-16-CTD,2022,2,23,17:04:24,17:16:19,12,Day,Z-0000,0,100,0,54.00108333,-147.0022333,54.00108333,-147.0022333,4137,NA,168.46,40.17673,NA,NA,NA,NA
IYS2022,Shimada,4,16,CTD,IYS2022-Shimada-4-16-CTD,2022,2,23,17:53:06,18:30:05,37,Day,Z-0000,0,500,0,54.00721667,-147.0045333,54.00721667,-147.0045333,4128,NA,154.91,42.55805,NA,NA,NA,NA
IYS2022,Shimada,4,16,Trawl,IYS2022-Shimada-4-16-Trawl,2022,2,23,19:09:29,20:39:33,90,Day,Z-0000,0,28.48,6.86905,53.9953,-146.9777,53.9456,-146.8539,4116,5.299261412,130.33,33.80509,NA,NA,NA,NA
IYS2022,Shimada,4,17,CTD,IYS2022-Shimada-4-17-CTD,2022,2,24,17:10:26,17:21:20,11,Day,Z-0000,0,100,0,52.99915,-146.9981833,52.99915,-146.9981833,4239,NA,129.5,37.6506,NA,NA,NA,NA
IYS2022,Shimada,4,17,CTD,IYS2022-Shimada-4-17-CTD,2022,2,24,17:51:44,18:29:44,38,Day,Z-0000,0,500,0,52.9995,-146.9899333,52.9995,-146.9899333,422,NA,140.17,28.91373,NA,NA,NA,NA
IYS2022,Shimada,4,17,Trawl,IYS2022-Shimada-4-17-Trawl,2022,2,24,19:06:36,21:06:46,120,Day,Z-0000,0,27.24,7.8847,52.9975,-146.9441,52.9082,-146.7477,4266,8.910375352,144.6,33.53156,NA,NA,NA,NA
IYS2022,Shimada,4,18,CTD,IYS2022-Shimada-4-18-CTD,2022,2,25,7:33:53,7:49:39,16,Night,Z-0000,0,100,0,51.99881667,-146.99515,51.99881667,-146.99515,4282,NA,211.24,28.94591,NA,NA,NA,NA
IYS2022,Shimada,4,18,CTD,IYS2022-Shimada-4-18-CTD,2022,2,25,8:17:51,9:16:22,59,Night,Z-0000,0,1000,0,51.99701667,-146.98485,51.99701667,-146.98485,4300,NA,212.68,36.79783,NA,NA,NA,NA
IYS2022,Shimada,4,18,Trawl,IYS2022-Shimada-4-18-Trawl,2022,2,25,10:06:39,11:07:02,60,Night,Z-0000,0,27.76,8.08265,51.9628,-146.9829,51.8935,-147.0034,4230,4.234175873,196.95,27.38518,NA,NA,NA,NA
IYS2022,Shimada,4,19,CTD,IYS2022-Shimada-4-19-CTD,2022,2,26,9:21:24,9:33:33,12,Night,Z-0000,0,100,0,50.00316667,-151.5021833,50.00316667,-151.5021833,4949,NA,25.65,2.33305,NA,NA,NA,NA
IYS2022,Shimada,4,19,CTD,IYS2022-Shimada-4-19-CTD,2022,2,26,10:06:30,10:59:12,53,Night,Z-0000,0,1000,0,50.00346667,-151.5029,50.00346667,-151.5029,4948,NA,172.59,3.12146,NA,NA,NA,NA
IYS2022,Shimada,4,19,Trawl,IYS2022-Shimada-4-19-Trawl,2022,2,26,12:02:17,12:32:44,30,Night,Z-0000,0,25.04,7.49065,49.9829,-151.5395,49.9609,-151.577,5001,1.962215898,59.69,6.25901,NA,NA,NA,NA
IYS2022,Shimada,4,20,CTD,IYS2022-Shimada-4-20-CTD,2022,2,26,18:51:08,19:02:28,11,Day,Z-0000,0,100,0,49.00286667,-151.5047333,49.00286667,-151.5047333,4873,NA,332.48,6.67735,NA,NA,NA,NA
IYS2022,Shimada,4,20,CTD,IYS2022-Shimada-4-20-CTD,2022,2,26,19:34:21,20:09:02,35,Day,Z-0000,0,500,0,49.00103333,-151.50715,49.00103333,-151.50715,4876,NA,317.57,9.28393,NA,NA,NA,NA
IYS2022,Shimada,4,20,Trawl,IYS2022-Shimada-4-20-Trawl,2022,2,26,20:44:34,22:44:37,120,Day,Z-0000,0,29.84,8.14555,48.9797,-151.5366,48.896,-151.6928,4915,7.959020314,302.94,8.65642,NA,NA,NA,NA
IYS2022,Shimada,4,21,CTD,IYS2022-Shimada-4-21-CTD,2022,2,27,4:23:45,4:36:12,12,Night,Z-0000,0,100,0,48.00108333,-151.50145,48.00108333,-151.50145,5108,NA,245.89,4.44084,NA,NA,NA,NA
IYS2022,Shimada,4,21,CTD,IYS2022-Shimada-4-21-CTD,2022,2,27,5:08:39,5:45:29,37,Night,Z-0000,0,500,0,48.0022,-151.5013833,48.0022,-151.5013833,5112,NA,222.02,6.9187,NA,NA,NA,NA
IYS2022,Shimada,4,21,Trawl,IYS2022-Shimada-4-21-Trawl,2022,2,27,6:58:54,7:59:48,60,Night,Z-0000,0,28.11,7.1595,47.9847,-151.549,47.9511,-151.631,4816,3.869010622,282.75,3.02492,NA,NA,NA,NA
IYS2022,Shimada,4,22,CTD,IYS2022-Shimada-4-22-CTD,2022,2,27,14:23:16,14:34:55,12,Night,Z-0000,0,100,0,47.00476667,-151.4980833,47.00476667,-151.4980833,5083,NA,168.99,12.26058,NA,NA,NA,NA
IYS2022,Shimada,4,22,CTD,IYS2022-Shimada-4-22-CTD,2022,2,27,15:11:17,16:06:30,55,Day,Z-0000,0,1000,0,47.00985,-151.4880833,47.00985,-151.4880833,5073,NA,140.34,13.62823,NA,NA,NA,NA
IYS2022,Shimada,4,22,Trawl,IYS2022-Shimada-4-22-Trawl,2022,2,27,17:14:03,18:44:28,90,Day,Z-0000,0,26.38,7.23905,47.007,-151.4737,46.9642,-151.5997,5132,5.771587721,101.17,13.06508,NA,NA,NA,NA
